name;open;high;low;close;volume;marketCap;timestamp
"2781";0.9989860788;1.0010012373;0.9976087208;0.9996496338;951578417642.74;139289573910.06;"2025-01-20T00:00:00.000Z"
"2781";0.9997107418;1.0013163846;0.9984267638;0.9997595849;840810437899.08;139370731417.3;"2025-01-27T00:00:00.000Z"
"2781";0.9997237887;1.0025149185;0.9975863263;1.0001940164;882770239812.52;141762382489;"2025-02-03T00:00:00.000Z"
"2781";1.000178083;1.0023922057;0.9989947903;1.0000852467;612649187178.62;142015302746.75;"2025-02-10T00:00:00.000Z"
"2781";1.0001323807;1.0014554193;0.9988377395;1.0001148564;517816761566.94;142499822974.57;"2025-02-17T00:00:00.000Z"
"2781";1.0000721236;1.0029846513;0.997832766;1.0001251616;1064882344955.54;142438646828.37;"2025-02-24T00:00:00.000Z"
"2781";1.0000823528;1.0021404301;0.9985235732;0.9997331583;668711355704.82;142767254406.16;"2025-03-03T00:00:00.000Z"
"2781";0.9997721282;1.0024670073;0.9987080202;1.0001117273;611898158310.14;143484211111.84;"2025-03-10T00:00:00.000Z"
"2781";1.0001337243;1.0018751803;0.9989318949;1.0000174022;372091308945.71;143487646962.75;"2025-03-17T00:00:00.000Z"
"2781";1.0001129447;1.0013178637;0.9990161316;0.9998702769;395424885783.5;144168520864.65;"2025-03-24T00:00:00.000Z"
"2781";0.9999040919;1.0014821266;0.9981921215;0.9992761127;472696426202.1;143986738620.77;"2025-03-31T00:00:00.000Z"
"2781";0.9993063802;1.0010064331;0.9979377614;0.9996533194;644638056797.5;144345477533.77;"2025-04-07T00:00:00.000Z"
"2781";0.9996950709;1.0006461552;0.9987438416;0.9999119703;331788261451.38;144629108172.58;"2025-04-14T00:00:00.000Z"
"2781";0.9999239169;1.0011206487;0.9982191004;1.0003468314;508177711445.85;147179532204.93;"2025-04-21T00:00:00.000Z"
"2781";1.0003474158;1.0013655536;0.9997637991;1.0000235645;384033583868.37;149359715814.12;"2025-04-28T00:00:00.000Z"
"2781";1.0000372318;1.001528769;0.9990891875;1.000124551;580480507358.73;149896975087.45;"2025-05-05T00:00:00.000Z"
"2781";1.0001325865;1.0008413028;0.999216996;1.0004244923;626034233224.52;151335804939.69;"2025-05-12T00:00:00.000Z"
"2781";1.0003041016;1.0010257956;0.9988614912;1.0003196032;658398917110.74;152767081418.98;"2025-05-19T00:00:00.000Z"
"2781";1.0002234401;1.0009033192;0.9988658937;1.0003049759;585533355547.54;153132701932.85;"2025-05-26T00:00:00.000Z"
"2781";1.0002325848;1.0016186425;0.9991744447;1.0004264637;478493793687.2;154828982738.63;"2025-06-02T00:00:00.000Z"
"2781";1.0004686136;1.0011923861;0.9991348341;0.9995125777;0;0;"2025-06-09T00:00:00Z"
